"TID","TH"
"TID_ALLIANCE_BADGE_BROWSE","ค้น"
"TID_ALLIANCE_BUTTON_EDIT","แก้ไข"
"TID_ALLIANCE_BUTTON_LEAVE","ออก"
"TID_ALLIANCE_BUTTON_SEARCH","ค้นหา"
"TID_ALLIANCE_CASTLE_INFO","ปราสาทแคลนเป็นที่อยู่ของกรมคลังของท่าน รวมถึงกองกำลังหรืออาคมเสริมที่เพื่อนร่วมแคลนส่งมาให้"
"TID_ALLIANCE_CREATE_ARRANGED_WARS","สงครามฉันมิตร"
"TID_ALLIANCE_CREATE_BADGE","ตราสัญลักษณ์:"
"TID_ALLIANCE_CREATE_DESCRIPTION","คำบรรยาย:"
"TID_ALLIANCE_CREATE_NAME","ชื่อแคลน:"
"TID_ALLIANCE_CREATE_OK","ท่านก่อตั้งแคลนใหม่สำเร็จแล้ว!"
"TID_ALLIANCE_CREATE_SHOW_LOG","บันทึกสงครามสาธารณะ"
"TID_ALLIANCE_CREATE_TH_LEVEL","เลเวลศาลากลางขั้นต่ำ:"
"TID_ALLIANCE_CREATE_TROPHY_COUNT","ถ้วยรางวัลขั้นต่ำที่เข้าร่วมได้:"
"TID_ALLIANCE_CREATE_TYPE","ประเภทแคลน:"
"TID_ALLIANCE_DATA_FAILED_DELETED","แคลนนี้ถูกลบแล้วและไม่สามารถโหลดได้"
"TID_ALLIANCE_DATA_FAILED_GENERIC","ไม่สามารถโหลดข้อมูลแคลนได้\n\nโปรดลองอีกครั้งในภายหลัง"
"TID_ALLIANCE_DATA_FAILED_LOAD_FAILED","ไม่สามารถโหลดข้อมูลแคลนได้\n\nโปรดลองอีกครั้งในภายหลัง"
"TID_ALLIANCE_DATA_FAILED_NOT_FOUND","ไม่พบแคลน"
"TID_ALLIANCE_DEFAULT_JOIN_REQUEST_MESSAGE","ข้าอยากเข้าร่วมแคลนของท่าน"
"TID_ALLIANCE_DEFAULT_MAIL_MESSAGE","เพื่อนร่วมแคลนโปรดทราบ:"
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","ข้าต้องการกองกำลังเสริม"
"TID_ALLIANCE_DEMOTE_BUTTON","ลดขั้นเป็น <role>"
"TID_ALLIANCE_DONATE_BUTTON_QUICK","บริจาคด่วน"
"TID_ALLIANCE_DONATE_BUTTON_RETURN","กลับ"
"TID_ALLIANCE_DONATE_DONATED","กองกำลังและอาคมที่บริจาค:"
"TID_ALLIANCE_DONATE_DONATED_TROOPS","กองกำลังที่บริจาค:"
"TID_ALLIANCE_DONATE_DONATE_INSTANTLY","บริจาคทันที:"
"TID_ALLIANCE_DONATE_HEADER","บริจาคกำลังเสริม"
"TID_ALLIANCE_DONATE_HEADER_SPELLS","บริจาคอาคม:"
"TID_ALLIANCE_DONATE_HEADER_TROOPS","บริจาคกองกำลัง:"
"TID_ALLIANCE_EXP_EARNED","ค่าประสบการณ์แคลน +<value>"
"TID_ALLIANCE_GAMES_ABANDON_TASK","ทิ้ง"
"TID_ALLIANCE_GAMES_ABOUT_TASKS_HEADER","ความท้าทายคืออะไร?"
"TID_ALLIANCE_GAMES_ABOUT_TASKS_INFO","เก็บแต้มให้แคลนของท่านด้วยการทำความท้าทายให้สำเร็จ\nสมาชิกแคลนแต่ละท่านจะมีโควตาที่ต้องเติมเต็ม จงตื่นตัวและเอารางวัลที่ดีที่สุดมาให้ตนเองและแคลนให้ได้\nจงแน่ใจว่าได้เลือกความท้าทายที่ท่านสามารถทำสำเร็จได้ทันเวลา!"
"TID_ALLIANCE_GAMES_ALLIANCE_MISMATCH","ท่านต้องกลับไปเข้าร่วมกับ <alliance> เพื่อเล่นเกมแคลนต่อไป หรือรอจนกว่าเกมแคลนครั้งต่อไปจะเริ่ม"
"TID_ALLIANCE_GAMES_CHECKING_RESULTS","กำลังตรวจสอบผล..."
"TID_ALLIANCE_GAMES_CLAIM_REWARDS_BUTTON","สะสมรางวัล"
"TID_ALLIANCE_GAMES_CLAN_TAB","แคลน"
"TID_ALLIANCE_GAMES_COMPLETED_TASK","เสร็จสิ้น"
"TID_ALLIANCE_GAMES_COMPLETE_TASK","ส่ง"
"TID_ALLIANCE_GAMES_ENDING_IN","เหลือเวลา:"
"TID_ALLIANCE_GAMES_EXPIRED_TASK","หมดเวลา"
"TID_ALLIANCE_GAMES_NO_ALLIANCE","ท่านต้องเข้าร่วมแคลนเพื่อเริ่มเล่นเกมแคลน"
"TID_ALLIANCE_GAMES_NO_REWARDS_EARNED","แคลนของท่านได้แต้มไม่พอจะปลดล็อครางวัลใดๆ"
"TID_ALLIANCE_GAMES_PERSONAL_COOLDOWN_HEADER","คูลดาวน์ของความท้าทาย"
"TID_ALLIANCE_GAMES_PERSONAL_COOLDOWN_TEXT","จัดการให้เรียบร้อยเพื่อเตรียมพร้อมสำหรับความท้าทายต่อไป..."
"TID_ALLIANCE_GAMES_PERSONAL_PROGRESS","คะแนนของท่าน:"
"TID_ALLIANCE_GAMES_PICK_TASK_HEADER","เลือกความท้าทาย"
"TID_ALLIANCE_GAMES_PICK_TASK_INFO","เลือกความท้าทายจากตัวเลือกทางด้านซ้ายมือแล้วเริ่มทำเลย!"
"TID_ALLIANCE_GAMES_RESHUFFLE_BUTTON","สับใหม่"
"TID_ALLIANCE_GAMES_REVIVE_TASK","เพิ่มเวลา"
"TID_ALLIANCE_GAMES_REWARDS_AFTER_END","เมื่อเกมจบลงท่านจะสามารถเลือกรางวัลจากแต่ละขั้นที่ปลดล็อคมาได้"
"TID_ALLIANCE_GAMES_REWARDS_NO_POINTS","ท่านต้องได้แต้มจากความท้าทายมาบ้างจึงจะสามารถรับรางวัลได้"
"TID_ALLIANCE_GAMES_REWARDS_TAB","รางวัล"
"TID_ALLIANCE_GAMES_STARTING_IN","เกมแคลนจะเริ่มใน:"
"TID_ALLIANCE_GAMES_START_TASK","เริ่ม"
"TID_ALLIANCE_GAMES_TASKS","ความท้าทาย:"
"TID_ALLIANCE_GAMES_TASK_TAB","ความท้าทาย"
"TID_ALLIANCE_GAMES_THANKS_FOR_PLAYING","เกมแคลนสิ้นสุดแล้ว ขอบคุณและเจอกันครั้งหน้านะ!"
"TID_ALLIANCE_GAMES_TOWN_HALL_TOO_LOW","ท่านต้องไปถึงศาลากลาง <number> เพื่อเริ่มเล่นเกมแคลน"
"TID_ALLIANCE_INVITATION_FAILED_ALREADY_IN_ALLIANCE","ผู้เล่นได้เข้าร่วมแคลนอื่นไปแล้ว!"
"TID_ALLIANCE_INVITATION_FAILED_AVATAR_ALREADY_HAS_AN_INVITE","ท่านได้เชิญผู้เล่นผู้นี้ไปแล้ว!"
"TID_ALLIANCE_INVITATION_FAILED_AVATAR_HAS_TOO_MANY_INVITES","ไม่สามารถเชิญได้ กล่องจดหมายเข้าของผู้เล่นเต็มแล้ว!"
"TID_ALLIANCE_INVITATION_FAILED_NO_CASTLE","ไม่สามารถเชิญได้ ผู้เล่นไม่มีปราสาทแคลน!"
"TID_ALLIANCE_INVITATION_FAILED_NO_RIGHTS","เฉพาะผู้นำและผู้อาวุโสเท่านั้นที่สามารถเชิญสมาชิกใหม่ได้"
"TID_ALLIANCE_INVITATION_FAILED_USER_BANNED","ไม่สามารถเชิญได้ ผู้เล่นถูกแบนจากแคลนของท่าน!"
"TID_ALLIANCE_INVITATION_OK","ส่งคำเชิญสำเร็จแล้ว"
"TID_ALLIANCE_JOIN_BUTTON","เข้าร่วม"
"TID_ALLIANCE_JOIN_CLAN","เข้าร่วมหรือสร้างแคลนเพื่อความแข็งแกร่งยิ่งขึ้น\n\nเพื่อนร่วมแคลนจะช่วยเหลือกันและสามารถส่งกองกำลังและอาคมเสริมได้"
"TID_ALLIANCE_JOIN_ERROR_NOT_FAMILY_FRIENDLY","แคลนนี้ถูกจำกัดไว้สำหรับบัญชีบางประเภท ท่านต้องหาแคลนอื่นเพื่อเข้าร่วมแทน"
"TID_ALLIANCE_JOIN_OK","ท่านได้เป็นสมาชิกของแคลน <name> แล้ว!"
"TID_ALLIANCE_LEADERBOARDS","แคลนอันดับสูงสุด"
"TID_ALLIANCE_LEAVE_CONFIRMATION","ท่านต้องการจะออกจริงๆ หรือ?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","ออกจากแคลนหรือไม่?"
"TID_ALLIANCE_LIST_HEADER","แคลน"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","ท่านต้องรอก่อนส่งจดหมายอีกครั้ง"
"TID_ALLIANCE_MAIL_NOTIFICATION","ท่านได้รับจดหมายแคลนใหม่!"
"TID_ALLIANCE_MAIN_BUTTON","แคลน"
"TID_ALLIANCE_PROMOTE_BUTTON","เลื่อนขั้นเป็น <role>"
"TID_ALLIANCE_RAID_ATTACK_FAILED_ALL_ATTACKS_USED","ใช้การโจมตีทั้งหมดไปแล้วในสุดสัปดาห์ปล้นสะดม"
"TID_ALLIANCE_RAID_FAILED_NOT_IN_RAID","โจมตีไม่ได้! ไม่ได้อยู่ในการปล้นสะดม"
"TID_ALLIANCE_RAID_FAILED_RAID_IS_ENDING","โจมตีไม่ได้! สุดสัปดาห์ปล้นสะดมกำลังจะจบ"
"TID_ALLIANCE_REJECTED_BY","ปฏิเสธโดย <name>"
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","ขออภัย เราตัดสินใจไม่ให้ท่านเข้าร่วมแคลนของเรา"
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","ปฏิเสธ: <name>"
"TID_ALLIANCE_REPORT_TEXT","ท่านแน่ใจหรือไม่ว่าต้องการรายงานว่าชื่อหรือคำบรรยายของแคลน <name> ไม่เหมาะสม?"
"TID_ALLIANCE_REQUEST_ACCEPTED","ยินดีต้อนรับสู่แคลนของเรา!"
"TID_ALLIANCE_REQUEST_DECLINED","คำขอเข้าแคลนถูกปฏิเสธ!"
"TID_ALLIANCE_REQUEST_SENT","คำขอได้ถูกส่งไปแล้ว!"
"TID_ALLIANCE_ROLE_ADMIN","ผู้อาวุโส"
"TID_ALLIANCE_ROLE_COLEADER","ผู้นำร่วม"
"TID_ALLIANCE_ROLE_LEADER","ผู้นำ"
"TID_ALLIANCE_ROLE_MEMBER","สมาชิก"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_ALLIANCE_SEARCH","ค้นหาแคลน:"
"TID_ALLIANCE_SEARCH_HINT","พิมพ์ชื่อแคลนหรือแท็กแคลน"
"TID_ALLIANCE_SEARCH_HINT_CN","แท็กประเภทแคลน"
"TID_ALLIANCE_SELECT_BADGE","แก้ไขตราสัญลักษณ์แคลน"
"TID_ALLIANCE_SNEAK_PREVIEW","ปลดล็อคแคลนโดยการสร้างปราสาทแคลนขึ้นมาใหม่\n\nเพื่อนร่วมแคลนสามารถช่วยเหลือกันและส่งกองกำลังกับอาคมเสริมให้กันได้"
"TID_ALLIANCE_STREAM_REWARD","ท่านได้รับค่าประสบการณ์ <number> แต้ม"
"TID_ALLIANCE_STREAM_THANKS","ขอบคุณสำหรับกำลังเสริม!"
"TID_ALLIANCE_TAB_BOOKMARKS","บุ๊กมาร์ก"
"TID_ALLIANCE_TAB_CLANS","แคลน"
"TID_ALLIANCE_TAB_NAME","ค้นหาแคลน"
"TID_ALLIANCE_TROOP_RECEIVED","ท่านได้รับ <troop> เลเวล <level> จาก <avatar>!"
"TID_ALLIANCE_TYPE_CLOSED","ปิด"
"TID_ALLIANCE_TYPE_INVITE_ONLY","ต้องเชิญเท่านั้น"
"TID_ALLIANCE_TYPE_OPEN","ใครๆ ก็เข้าร่วมได้"
"TID_ALLIANCE_UNAVAILABLE","ดูข้อมูลแคลนไม่ได้"
"TID_ALLIANCE_VISIT_BUTTON","ไปเยี่ยมเมืองหลวง"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","การโจมตีที่เหลืออยู่"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","ใช้การได้"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","ยืนยันว่าท่านต้องการโจมตี"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR","แคลนของท่านได้รับ 1 ดาวจากหมู่บ้านนี้แล้ว ต้องการลองเพื่อให้ได้คะแนนดีกว่านี้ไหม?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","แคลนของท่านได้รับ 2 ดาวจากหมู่บ้านนี้แล้ว ต้องการลองทำคะแนนให้ดีกว่านี้ไหม?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","หมู่บ้านนี้ถูกทำลายราบไปแล้ว และแคลนของท่านก็ไม่สามารถรับดาวจากหมู่บ้านนี้เพิ่มได้อีก แน่ใจหรือไม่ว่าจะโจมตี?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE","ยืนยันการโจมตี"
"TID_ALLIANCE_WAR_ATTACK_FAILED","ไม่สามารถโจมตีหมู่บ้านนี้ได้ ลองอีกครั้งในภายหลัง!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ALL_ATTACKS_USED","ท่านได้ใช้การโจมตีทั้งหมดของท่านไปแล้วในสงครามครั้งนี้!"
