"TID","PT"
"TID_ALLIANCE_INVITATION_FAILED_USER_BANNED","Impossível convidar: o jogador foi banido do clã!"
"TID_ALLIANCE_INVITATION_OK","Convite enviado."
"TID_ALLIANCE_JOIN_BUTTON","Entrar"
"TID_ALLIANCE_JOIN_CLAN","Entre num clã ou crie o seu e fique mais forte.\n\nOs membros do clã podem ajudar uns aos outros e enviar tropas de reforço e feitiços."
"TID_ALLIANCE_JOIN_ERROR_NOT_FAMILY_FRIENDLY","Clã restrito a um determinado tipo de conta. Por favor, procure outro clã para entrar."
"TID_ALLIANCE_JOIN_OK","Agora você é membro do clã <name>!"
"TID_ALLIANCE_LEADERBOARDS","Melhores clãs"
"TID_ALLIANCE_LEAVE_CONFIRMATION","Quer mesmo sair?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","Sair do clã?"
"TID_ALLIANCE_LIST_HEADER","Clã"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","Aguarde antes de enviar uma mensagem novamente."
"TID_ALLIANCE_MAIL_NOTIFICATION","Você tem uma nova mensagem do clã!"
"TID_ALLIANCE_MAIN_BUTTON","Clã"
"TID_ALLIANCE_PROMOTE_BUTTON","Promover a <role>"
"TID_ALLIANCE_RAID_ATTACK_FAILED_ALL_ATTACKS_USED","Todos os ataques já foram usados no raide de fim de semana."
"TID_ALLIANCE_RAID_FAILED_NOT_IN_RAID","Ataque indisponível. Você não está em um raide."
"TID_ALLIANCE_RAID_FAILED_RAID_IS_ENDING","Ataque indisponível. O raide de fim de semana está acabando."
"TID_ALLIANCE_REJECTED_BY","Recusado por <name>."
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","Desculpe-nos, mas decidimos não permitir sua entrada no clã."
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","Recusar <name>"
"TID_ALLIANCE_REPORT_TEXT","Tem certeza de que deseja denunciar o clã <name> por descrição ou nome inadequados?"
"TID_ALLIANCE_REQUEST_ACCEPTED","Bem-vindo ao nosso clã!"
"TID_ALLIANCE_REQUEST_DECLINED","Pedido de clã recusado!"
"TID_ALLIANCE_REQUEST_SENT","Pedido enviado!"
"TID_ALLIANCE_ROLE_ADMIN","Ancião"
"TID_ALLIANCE_ROLE_COLEADER","Colíder"
"TID_ALLIANCE_ROLE_LEADER","Líder"
"TID_ALLIANCE_ROLE_MEMBER","Membro"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_ALLIANCE_SEARCH","Buscar clãs:"
"TID_ALLIANCE_SEARCH_HINT","Digite o nome ou a tag do clã."
"TID_ALLIANCE_SEARCH_HINT_CN","Digite a tag do clã."
"TID_ALLIANCE_SELECT_BADGE","Editar emblema do clã"
"TID_ALLIANCE_SNEAK_PREVIEW","Reconstrua o Castelo do Clã e desbloqueie os clãs!\n\nOs membros do clã podem ajudar uns aos outros e enviar tropas de reforço e feitiços."
"TID_ALLIANCE_STREAM_REWARD","Você recebeu <number> XP."
"TID_ALLIANCE_STREAM_THANKS","Agradeço os reforços!"
"TID_ALLIANCE_TAB_BOOKMARKS","Favoritos"
"TID_ALLIANCE_TAB_CLANS","Clãs"
"TID_ALLIANCE_TAB_NAME","Buscar clãs"
"TID_ALLIANCE_TROOP_RECEIVED","Você recebeu <troop> nível <level> de <avatar>."
"TID_ALLIANCE_TYPE_CLOSED","Fechado"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Somente convidados"
"TID_ALLIANCE_TYPE_OPEN","Aberto a todos"
"TID_ALLIANCE_UNAVAILABLE","Informações do clã não disponíveis"
"TID_ALLIANCE_VISIT_BUTTON","Visitar a capital"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","Ataques restantes"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","Disponível"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","Confirme seu ataque"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR","Seu clã já ganhou 1 estrela desta vila. Quer tentar conseguir mais?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","Seu clã já ganhou 2 estrelas desta vila. Quer tentar conseguir mais?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","Como esta vila já foi destruída, seu clã não pode ganhar mais estrelas com ela. Atacar mesmo assim?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE","Confirmar ataque"
"TID_ALLIANCE_WAR_ATTACK_FAILED","Impossível atacar esta vila. Tente novamente mais tarde!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ALL_ATTACKS_USED","Você já usou todos os seus ataques nesta guerra!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ATTACK_ONGOING","Você já tem um ataque em curso. Tente novamente mais tarde!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_INVALID_TARGET","Impossível atacar esta vila: alvo inválido!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_SNAPSHOT_NOT_AVAILABLE","A vila não está disponível no momento. Tente novamente mais tarde!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_NOT_IN_WAR","Impossível atacar nesta guerra: você entrou no clã depois que ela já tinha começado!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_UNDER_ATTACK","A vila já está sob ataque. Tente novamente mais tarde!"
"TID_ALLIANCE_WAR_ATTACK_NOT_USED","Não usado"
"TID_ALLIANCE_WAR_ATTACK_TIME_TITLE","Dia de Batalha"
"TID_ALLIANCE_WAR_AVAILABLE_BONUS","Bônus de vitória"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Duração média do ataque"
"TID_ALLIANCE_WAR_BATTLE_XP","<xpnum> XP do clã por ataques concluídos."
"TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY","Melhor ataque do inimigo:"
"TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY","Melhor ataque do clã:"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY","Não há melhor ataque inimigo"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY","Não há melhor ataque do clã"
"TID_ALLIANCE_WAR_CANNOT_ATTACK","A vila não está pronta. Tente novamente em alguns minutos."
"TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION","Impossível atacar: a guerra ainda não começou!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR","Espectadores não podem atacar!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED","Impossível atacar: a guerra terminou!"
"TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER","Impossível explorar: a guerra terminou!"
"TID_ALLIANCE_WAR_CLAN_BANK","Depósito do clã:"
"TID_ALLIANCE_WAR_CLOSE_RESULTS_SCREEN","Ver mapa"
"TID_ALLIANCE_WAR_COOLDOWN","Seu clã foi suspenso das Guerras de Clãs por <time>."
"TID_ALLIANCE_WAR_DATA_NOT_AVAILABLE","As guerras de clãs ainda estão carregando. Tente novamente."
"TID_ALLIANCE_WAR_DEFEAT","Derrota"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Selecionar participantes da guerra"
"TID_ALLIANCE_WAR_ENDED","A guerra terminou!"
"TID_ALLIANCE_WAR_ENDED_PROMPT","A guerra terminou!"
"TID_ALLIANCE_WAR_ENDING_PROMPT","A guerra está terminando"
"TID_ALLIANCE_WAR_ENEMY_CLAN","Clã inimigo"
"TID_ALLIANCE_WAR_ENEMY_TEAM","Equipe inimiga"
"TID_ALLIANCE_WAR_EVENTS","Eventos de Guerra"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","25% destruídas!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","50% destruídas!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","75% destruídas!"
"TID_ALLIANCE_WAR_EVENT_PREPARATION_STARTED","Preparação iniciada"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Centro da Vila destruído!"
"TID_ALLIANCE_WAR_EVENT_WAR_ENDED","Guerra encerrada"
"TID_ALLIANCE_WAR_EVENT_WAR_STARTED","Guerra iniciada"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","Ataques concluídos rendem +<num> XP do clã."
"TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET","Você já atacou este alvo!"
"TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING","Impossível atacar: a guerra está terminando!"
"TID_ALLIANCE_WAR_HAS_ENDED","Sua Guerra de Clãs atual terminou!"
"TID_ALLIANCE_WAR_HISTORY_BROWSE_UNAVAILABLE","Detalhes não disponíveis"
"TID_ALLIANCE_WAR_IN_WAR","A guerra começou!"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Acabando!"
"TID_ALLIANCE_WAR_LOOKING_FOR_OPPONENT","Buscando clã adversário..."
"TID_ALLIANCE_WAR_LOOT_BONUS_TITLE","Bônus de vitória"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","Você pode coletar o bônus de saque da guerra na Torre do Tesouro."
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO_2","Você pode coletar o bônus de saque da guerra na Torre do Tesouro e no Ferreiro."
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION","Tem certeza de que quer transferir todos os seus recursos da Torre do Tesouro para os depósitos?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION_TITLE","Coletar recursos?"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","O bônus de saque da guerra foi entregue na Torre do Tesouro."
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","Você não tem recursos armazenados na Torre do Tesouro."
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","Recursos da Torre do Tesouro coletados!"
"TID_ALLIANCE_WAR_MATCHED_WAITING_OPPONENT","Aguardando oponente aceitar"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Defesas vencidas:"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Vitória mais cara"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Defesa mais heroica"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Ataque mais heroico"
"TID_ALLIANCE_WAR_MY_ATTACKS","Meus ataques:"
"TID_ALLIANCE_WAR_MY_TEAM","Minha equipe"
"TID_ALLIANCE_WAR_NEW_WAR","Nova guerra"
"TID_ALLIANCE_WAR_NOT_IN_CLAN","É preciso entrar em um clã para participar das Guerras de Clãs!"
"TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR","Preparando para a guerra..."
"TID_ALLIANCE_WAR_NO_BEST_ATTACK","Não houve ataque"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Nenhum"
"TID_ALLIANCE_WAR_NUM_DEFENCES","Defesas: <number>"
"TID_ALLIANCE_WAR_OBJECTIVES","Objetivos do clã"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","Ataque 1"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","Ataque 2"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","Bônus de guerra concedido"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Disponível para a próxima guerra em"
"TID_ALLIANCE_WAR_PREPARATION_TIME_TITLE","Dia de Preparação"
"TID_ALLIANCE_WAR_PREPARED_FOR_WAR","Pronto para a guerra!"
"TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY","Inimigos prontos para a guerra:"
"TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY","Membros do clã prontos para a guerra:"
"TID_ALLIANCE_WAR_PREPARE_FOR_WAR","Prepare-se para a guerra!"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_1","Replay 1"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_2","Replay 2"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_DEFENSE","Replay"
"TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY","<resource>: <number>"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Guerra atual"
"TID_ALLIANCE_WAR_SAVE_VILLAGE","Salvar a vila"
"TID_ALLIANCE_WAR_SCOUT","Explorar"
"TID_ALLIANCE_WAR_SNAPSHOT_FAILED","Não foi possível salvar a vila. Tente novamente mais tarde!"
"TID_ALLIANCE_WAR_SPECTATING_NOT_ALLOWED","Assistir às guerras não é permitido."
"TID_ALLIANCE_WAR_SPECTATOR_MESSAGE","Você não se qualificou para esta guerra."
"TID_ALLIANCE_WAR_SPECTATOR_MODE","Espectador da guerra"
"TID_ALLIANCE_WAR_STARS_WON","Estrelas"
"TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER","Participe da batalha de clã contra clã, pela honra, pelo bônus e pelo XP do clã!\n\n\nPronto para começar? Peça a um líder do clã para começar a guerra."
"TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER","Participe da batalha de clã contra clã, pela honra, pelo bônus e pelo XP do clã!\n\n\nSeu clã está pronto? À guerra!"
"TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS","Participe da batalha de clã contra clã, pela honra, pelo bônus e pelo XP do clã!\n\n\nVocê precisa de pelo menos 10 membros do clã para começar."
"TID_ALLIANCE_WAR_STAR_XP","<xpnum> de XP do clã por ganhar <num> estrelas."
"TID_ALLIANCE_WAR_STAR_XP_DESC","+<xpnum> de bônus de XP do clã por ganhar <num> estrelas."
"TID_ALLIANCE_WAR_STATS_TAB","Estatísticas de guerra"
"TID_ALLIANCE_WAR_STAT_ATTACKS","Ataques usados"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Ataques perdidos"
"TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION","Média de destruição"
"TID_ALLIANCE_WAR_STAT_NUM_0STARS","0 estrela"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 estrela"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 estrelas"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 estrelas"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Ataques usados (vilas inferiores)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Ataques usados (vilas médias)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Ataques usados (vilas superiores)"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Novas estrelas por ataque"
"TID_ALLIANCE_WAR_STAT_WINS","Ataques vencidos"
"TID_ALLIANCE_WAR_STREAM_DEFENDED","Defendido!"
"TID_ALLIANCE_WAR_TOTAL_DESTRUCTION","<friendly> Destruição total <enemy>"
"TID_ALLIANCE_WAR_TOTAL_DURATION","Duração total dos melhores ataques"
"TID_ALLIANCE_WAR_TOTAL_LOOT_STOLEN","Saque total:"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","Sob ataque de <name>!"
"TID_ALLIANCE_WAR_VICTORY","Vitória"
"TID_ALLIANCE_WAR_VISIT_FAILED","Impossível visitar: tente novamente mais tarde."
"TID_ALLIANCE_WAR_VISIT_FAILED_NOT_FOUND","Impossível visitar: a vila não foi encontrada! Tente novamente mais tarde."
"TID_ALLIANCE_WAR_VISIT_FAILED_UNAVAILABLE","Impossível visitar: a vila não está disponível! Tente novamente mais tarde."
"TID_ALLIANCE_WAR_WAR_STARTING","A guerra foi declarada"
"TID_ALLIANCE_WAR_WIN_XP","+<xpnum> Bônus de XP do clã por vencer guerras!"
"TID_ALLIANCE_WAR_XP_EARNED","XP do clã recebido"
"TID_ALL_BUILDERS_AVAILABLE","Melhorias concluídas"
"TID_ALL_CAPITAL_UPGRADES_DONE","Todas as melhorias possíveis foram feitas."
"TID_ALL_SPELLS_USED","Nenhum feitiço restante."
"TID_ALL_TROOPS_USED","Todas as forças foram mobilizadas."
"TID_ALL_WALLS","Todos os muros"
"TID_ALREADY_BOOSTED","A produção desta construção já foi acelerada!"
"TID_AMMO_ALREADY_FULL","A X-Besta está totalmente carregada!"
"TID_AMMO_FILL_CONFIRMATION","A X-Besta está carregada!"
"TID_ANDROID_BILLING_PRODUCT_NOT_AVAILABLE_PRICE","Saiba mais!"
"TID_ANNIVERSARY_TITLE","10 anos de Clash"
"TID_ANONYMOUS_PLAYER","Anônimo"
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_1","Como você é menor de idade, as restrições antivício estão em vigor. Não é possível acessar o jogo com essa conta das 22h de um dia até as 8h do dia seguinte."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_15MIN_WARNING","Como você é menor de idade, as restrições antivício estão em vigor. Minutos de jogo restantes hoje: <MINS>."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_2","Como você é menor de idade, as restrições antivício estão em vigor. Você alcançou o limite máximo de 3 horas de jogo por dia durante feriados oficiais."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_3","Como você é menor de idade, as restrições antivício estão em vigor. Você alcançou o limite máximo de 1h30 de jogo por dia."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_1","Como você não finalizou a verificação do seu nome real, as restrições antivício estão em vigor. Não é possível acessar o jogo com essa conta das 22h de um dia até as 8h do dia seguinte. Confira o nosso site oficial para finalizar a verificação do seu nome real, e você poderá tentar entrar no jogo após concretizar esse processo."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_15MIN_WARNING","Como você não finalizou a verificação do seu nome real, as restrições antivício estão em vigor. Minutos de jogo restantes hoje: <MINS>."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_2","Como você não finalizou a verificação do seu nome real, as restrições antivício estão em vigor. Você alcançou o limite máximo de 3 horas de jogo por dia durante feriados oficiais. Confira o nosso site oficial para finalizar a verificação do seu nome real, e você poderá tentar entrar no jogo após concretizar esse processo."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_3","Como você não finalizou a verificação do seu nome real, as restrições antivício estão em vigor. Você alcançou o limite máximo de 1h30 de jogo por dia. Confira o nosso site oficial para finalizar a verificação do seu nome real, e você poderá tentar entrar no jogo após concretizar esse processo."
"TID_ANTIADDICTION_WARNING_TITLE","Atenção"
"TID_APPLICATION_SIGNATURE_ERROR","Esta é uma versão não autorizada de Clash of Clans e pode colocar o seu dispositivo ou a sua conta em risco. Para continuar jogando, instale o jogo a partir de uma fonte autorizada e use o Supercell ID para trocar a conta de dispositivo."
"TID_ARCHER","Arqueira"
"TID_ARCHER2_ABILITY_HELP","Invisível para as defesas durante os primeiros <num> segundos."
"TID_ARCHER2_ABILITY_NAME","Manto"
"TID_ARCHER_QUEEN","Rainha Arqueira"
"TID_ARCHER_QUEEN_INFO","A Rainha Arqueira é uma guerreira com olhos de águia que carrega uma X-Besta em miniatura personalizada que poucos homens ousam manusear. Ela pode atacar vilas inimigas ou proteger sua vila."
"TID_ARCHER_TOWER2_INFO","Ninguém escapa das flechas da Arqueira. E a torre tem algo especial: você pode escolher entre ataque de longo alcance ou alta velocidade."
"TID_ARCHER_TOWER_INFO","As Torres Arqueiras têm alcance maior do que os canhões e, ao contrário destes, podem atacar inimigos voadores."
"TID_ARMY_CAMPS","Começando:"
"TID_ARMY_CAMP_VILLAGE2","Acampamento <num>"
"TID_ARMY_DEEPLINK_INVALID","O link do exército não é válido."
"TID_ARMY_FULL","Exército cheio!"
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","Entre num clã para receber tropas, feitiços e máquinas de cerco do Castelo do Clã."
"TID_ARMY_OVERVIEW_HINT_HEROES","Disponível no Centro da Vila nível <number>."
"TID_ARMY_OVERVIEW_HINT_SIEGE","Máquinas de cerco são desbloqueadas no Centro da Vila de nível 12."
"TID_ARMY_OVERVIEW_HINT_SPELLS","Disponível no Centro da Vila nível <number>."
"TID_ARMY_SLOT_DEFAULT_NAME","Exército <num>"
"TID_ARMY_USED","Exército usado:"
"TID_ARRANGED_WAR_EDIT_MEMBERS","Selecionar participantes da guerra amistosa"
"TID_ARRANGED_WAR_REQUEST_SENT","Pedido de guerra enviado!"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","Guerras amistosas não dão prêmios em saque ou XP do clã."
"TID_ARRANGED_WAR_SIZE","Tamanho da guerra amistosa: <num> x <num>"
"TID_ARRANGED_WAR_START_BUTTON","Enviar desafio"
"TID_ARROW_TRAP","Armadilha de Lança"
"TID_ARROW_TRAP_INFO","Aguarda que tropas descuidadas virem o alvo de um bando de lanças pontiagudas e letais."
"TID_ARTILLERY_AMMO_ALREADY_FULL","A artilharia águia está totalmente carregada!"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","A artilharia águia está carregada!"
"TID_ARTILLERY_INFO","A artilharia águia tem um alcance quase ilimitado e ataca inimigos fortes com projéteis explosivos, mas só é ativada quando muitas tropas são mobilizadas."
"TID_ARTO_BUILDING","Cabana O.T.T.O"
"TID_ARTO_BUILDING_INFO","O lar e o ponto de recarregamento da mais nova invenção do mestre construtor! Depois de melhorado, O.T.T.O se torna um construtor adicional na base do construtor, permitindo que o mestre construtor viaje livremente entre as duas vilas!"
"TID_ARTO_TASK_BATTLE_MACHINE_FLUFF","Automação é algo complicado. Por sorte, a Máquina de Batalha é uma plataforma de testes totalmente segura e inofensiva aos aldeões."
"TID_ARTO_TASK_CANNON_CART_FLUFF","É difícil consertar uma roda de primeira. No entanto, aprimorar o Carrinho de Canhão é uma ótima forma de garantir o balanceamento."
"TID_ARTO_TASK_GEAR_UP","\nPara completar, aprimore três construções na vila principal."
"TID_ARTO_TASK_GEAR_UP_FLUFF","O progresso tecnológico requer criatividade. Ao completar alguns projetos especiais na vila principal, você terá lampejos de ideias cruciais!"
"TID_ARTO_TASK_MEGA_TESLA_FLUFF","Todo projeto precisa de energia, e uma Megatesla totalmente aprimorada fornece quantidades inimagináveis!"
"TID_ARTO_TASK_UPGRADE_GENERIC","\nPara completar, melhore <name> até o nível <level>."
"TID_ARTO_UNLOCKED","B.O.B foi concluído!"
"TID_ARTO_UNLOCKED_INFO","B.O.B já está ajudando na vila principal. Tomara que os outros Construtores não percebam nada de diferente por lá."
"TID_ASK_LEADERSHIP_START_RAID","Peça a um líder, colíder ou ancião para lutar no raide de fim de semana."
"TID_ASSIGN_PET","Atribuir animal"
"TID_ATTACK","Atacar"
"TID_ATTACKER_GOT","O atacante obteve:"
"TID_ATTACK_BUTTON","Atacar"
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","O ataque a outros jogadores foi desativado temporariamente!"
"TID_ATTACK_FAIL_ALREADY_UNDER_ATTACK","Impossível atacar: a vila já está sob ataque."
"TID_ATTACK_FAIL_GENERIC","Não foi possível atacar a vila! Tente novamente mais tarde."
"TID_ATTACK_FAIL_LEVEL_DIFFERENCE","Impossível atacar: a diferença de nível é maior do que <level>."
"TID_ATTACK_FAIL_NEWBIE_PROTECTED","Impossível atacar a vila: o Centro da Vila está abaixo do nível <number>."
"TID_ATTACK_FAIL_NO_MATCHES","Não foi possível encontrar vilas para atacar!"
"TID_ATTACK_FAIL_RESTRICTED","Não é possível atacar esta vila."
"TID_ATTACK_FAIL_SAME_ALLIANCE","Você não pode atacar os membros do seu clã!"
"TID_ATTACK_FAIL_SHIELD","Impossível atacar: a vila tem um escudo ativo."
"TID_ATTACK_FAIL_TARGET_HAS_GUARD","Impossível atacar: a vila tem uma guarda ativa."
"TID_ATTACK_FAIL_TARGET_ONLINE","Impossível atacar: o dono da vila está on-line."
"TID_ATTACK_FRIEND_BUTTON","Desafio"
"TID_ATTACK_IN_PROGRESS","Ataque em andamento"
"TID_ATTACK_IN_PROGRESS_WITH_NAME","<name> está atacando."
"TID_ATTACK_LOCKED","Melhore o Centro da Vila para o nível 2 para desbloquear este recurso!"
"TID_ATTACK_LOG","Registro de ataques"
"TID_ATTACK_LOST","Você perdeu"
"TID_ATTACK_NOT_AVAILABLE","Não é possível atacar agora!"
"TID_ATTACK_PERCENTAGE","Ataques vencidos:"
"TID_ATTACK_RANGE_TILES","Alcance (quadrados):"
"TID_ATTACK_SPEED","Velocidade de ataque: <number>"
"TID_ATTACK_SPEED_INCREASE","Aumento na velocidade de ataque: <number>%"
"TID_ATTACK_VILLAGE2_ATTACK_USED","O ataque falhou: ataque já usado!"
"TID_ATTACK_WON","Você ganhou"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","A conta à qual tentou se conectar é diferente da armazenada neste dispositivo. Quer mudar para a nova conta?"
"TID_AURA_DAMAGE","Dano de área por segundo: <number>"
"TID_AURA_DAMAGE_WALL","Dano no muro por segundo: <number>"
"TID_AURA_HITPOINTS_INCREASE","Aumento de HP da aura: <number>%"
"TID_AURA_MAX_HITPOINTS_INCREASE","Aumento máximo de HP da aura: <number>"
"TID_AUTOMATED_ALLIANCE_MAIL_SENDER_NAME","Mensagem automática"
"TID_AUTO_FORGE_SLOTS_ACTIVE","Espaços ativos: <num>"
"TID_AUTO_FORGE_SLOT_DESC","Produza sem a presença de um construtor e com a metade dos recursos. Disponível com o bilhete dourado."
"TID_AUTO_FORGE_SLOT_NO_BUILDER","Sem construtor"
"TID_AUTO_FORGE_SLOT_UNLOCKS","Disponível com:"
"TID_AUTO_FORGE_UNLOCKED","Espaço de forja automática liberado"
"TID_AVAILABLE_AT_TOWN_HALL_LEVEL","<name> fica disponível com centro da vila <number>."
"TID_AVAILABLE_IN_SHOP","Disponível na loja!"
"TID_AVAILABLE_LOOT","Saque disponível:"
"TID_AVAILABLE_RAID_MEDALS","Medalhas de raide disponíveis:"
"TID_AVAILABLE_TROOPS","Tropas disponíveis:"
"TID_AVATAR_MESSAGE_BUTTON_ALREADY_CLAIMED","Já resgatou"
"TID_AVATAR_MESSAGE_BUTTON_CLAIM","Resgatar"
"TID_AVATAR_MESSAGE_BUTTON_MORE_INFO","Mais informações"
