"TID","EN"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_ALLIANCE_SEARCH","Search Clans:"
"TID_ALLIANCE_SEARCH_HINT","Type Clan name or Clan tag"
"TID_ALLIANCE_SEARCH_HINT_CN","Type Clan tag"
"TID_ALLIANCE_SELECT_BADGE","Edit Clan Badge"
"TID_ALLIANCE_SNEAK_PREVIEW","Unlock Clans by rebuilding the Clan Castle!\n\nClanmates help each other and send reinforcement troops and Spells."
"TID_ALLIANCE_STREAM_REWARD","You received <number>xp"
"TID_ALLIANCE_STREAM_THANKS","Thank you for the reinforcements!"
"TID_ALLIANCE_TAB_BOOKMARKS","Bookmarks"
"TID_ALLIANCE_TAB_CLANS","Clans"
"TID_ALLIANCE_TAB_NAME","Search Clans"
"TID_ALLIANCE_TROOP_RECEIVED","You have received level <level> <troop> from <avatar>!"
"TID_ALLIANCE_TYPE_CLOSED","Closed"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Invite only"
"TID_ALLIANCE_TYPE_OPEN","Anyone can join"
"TID_ALLIANCE_UNAVAILABLE","Clan information unavailable"
"TID_ALLIANCE_VISIT_BUTTON","Visit Capital"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","Attacks remaining"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","Available"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","Confirm you want to attack"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR","Your Clan has already won 1 star from this Village. Do you want to try for a better score?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","Your Clan has already won 2 Stars from this Village. Do you want to try for a better score?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","This Village has already been destroyed and your Clan can't gain more Stars from it. Are you sure you want to attack?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE","Confirm attack"
"TID_ALLIANCE_WAR_ATTACK_FAILED","Can't attack this Village, try again later!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ALL_ATTACKS_USED","You have already used all your attacks in this war!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ATTACK_ONGOING","You already have an attack ongoing, try again later!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_INVALID_TARGET","Can't attack this Village, invalid target!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_SNAPSHOT_NOT_AVAILABLE","Target Village is unavailable right now, try again later!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_NOT_IN_WAR","Can't attack in this war, you joined the clan after the war had started!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_UNDER_ATTACK","Village is already under attack, try again later!"
"TID_ALLIANCE_WAR_ATTACK_NOT_USED","Not used"
"TID_ALLIANCE_WAR_ATTACK_TIME_TITLE","Battle Day"
"TID_ALLIANCE_WAR_AVAILABLE_BONUS","War win bonus"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Average attack duration"
"TID_ALLIANCE_WAR_BATTLE_XP","<xpnum> Clan XP earned from successful attacks"
"TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY","Enemy best attack:"
"TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY","Clan best attack:"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY","No enemy best"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY","No clan best"
"TID_ALLIANCE_WAR_CANNOT_ATTACK","Village not ready, please try again in a few minutes."
"TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION","Cannot attack, this war has not started yet!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR","Spectators cannot attack!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED","Cannot attack, this war has ended!"
"TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER","Cannot scout, this war has ended!"
"TID_ALLIANCE_WAR_CLAN_BANK","Clan Storage:"
"TID_ALLIANCE_WAR_CLOSE_RESULTS_SCREEN","View Map"
"TID_ALLIANCE_WAR_COOLDOWN","Your clan has been suspended from Clan Wars for <time>"
"TID_ALLIANCE_WAR_DATA_NOT_AVAILABLE","Clan wars are still loading, please try again"
"TID_ALLIANCE_WAR_DEFEAT","Defeat"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Select War Participants"
"TID_ALLIANCE_WAR_ENDED","War has ended"
"TID_ALLIANCE_WAR_ENDED_PROMPT","War has ended"
"TID_ALLIANCE_WAR_ENDING_PROMPT","War Ending"
"TID_ALLIANCE_WAR_ENEMY_CLAN","Enemy Clan"
"TID_ALLIANCE_WAR_ENEMY_TEAM","Enemy Team"
"TID_ALLIANCE_WAR_EVENTS","War Events"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","25% destroyed!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","50% destroyed!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","75% destroyed!"
"TID_ALLIANCE_WAR_EVENT_PREPARATION_STARTED","Preparation started"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Town hall destroyed!"
"TID_ALLIANCE_WAR_EVENT_WAR_ENDED","War ended"
"TID_ALLIANCE_WAR_EVENT_WAR_STARTED","War started"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","Successful attack earns +<num> Clan XP"
"TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET","You've already attacked this target!"
"TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING","Cannot attack, the war is about to end!"
"TID_ALLIANCE_WAR_HAS_ENDED","Your current clan war has ended!"
"TID_ALLIANCE_WAR_HISTORY_BROWSE_UNAVAILABLE","Details not available"
"TID_ALLIANCE_WAR_IN_WAR","War has started!"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Last moment!"
"TID_ALLIANCE_WAR_LOOKING_FOR_OPPONENT","Searching for opponent clan..."
"TID_ALLIANCE_WAR_LOOT_BONUS_TITLE","War win bonus"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","You can collect the war loot bonus from your Treasury."
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO_2","You can collect the war loot bonus from your Treasury and Blacksmith."
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION","Are you sure you want to transfer all resources from the Treasury to your storages?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION_TITLE","Collect resources?"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","War loot bonus has been delivered to your Treasury!"
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","You have no resources stored in your Treasury!"
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","Treasury resources collected!"
"TID_ALLIANCE_WAR_MATCHED_WAITING_OPPONENT","Waiting for opponent to accept"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Defenses Won:"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Most expensive victory"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Most heroic defense"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Most heroic attack"
"TID_ALLIANCE_WAR_MY_ATTACKS","My attacks:"
"TID_ALLIANCE_WAR_MY_TEAM","My Team"
"TID_ALLIANCE_WAR_NEW_WAR","New war"
"TID_ALLIANCE_WAR_NOT_IN_CLAN","You need to join a clan before participating in Clan Wars!"
"TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR","Preparing for war..."
"TID_ALLIANCE_WAR_NO_BEST_ATTACK","Not attacked"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","None"
"TID_ALLIANCE_WAR_NUM_DEFENCES","Defended: <number>"
"TID_ALLIANCE_WAR_OBJECTIVES","Clan Objectives"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","Attack 1"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","Attack 2"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","War bonus awarded"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Eligible for next war in"
"TID_ALLIANCE_WAR_PREPARATION_TIME_TITLE","Preparation Day"
"TID_ALLIANCE_WAR_PREPARED_FOR_WAR","Ready for war!"
"TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY","Enemies ready for war:"
"TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY","Clanmates ready for war:"
"TID_ALLIANCE_WAR_PREPARE_FOR_WAR","Prepare for War!"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_1","Replay 1"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_2","Replay 2"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_DEFENSE","Replay"
"TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY","<resource>: <number>"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Current War"
"TID_ALLIANCE_WAR_SAVE_VILLAGE","Save Village"
"TID_ALLIANCE_WAR_SCOUT","Scout"
"TID_ALLIANCE_WAR_SNAPSHOT_FAILED","Couldn't save Village, please try again later!"
"TID_ALLIANCE_WAR_SPECTATING_NOT_ALLOWED","War spectating is not allowed"
"TID_ALLIANCE_WAR_SPECTATOR_MESSAGE","You didn't qualify for this war"
"TID_ALLIANCE_WAR_SPECTATOR_MODE","War Spectator"
"TID_ALLIANCE_WAR_STARS_WON","Stars"
"TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER","Battle clan versus clan for glory, bonus loot and Clan XP!\n\n\nReady to begin? Ask a clan leader to start a war."
"TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER","Battle clan versus clan for glory, bonus loot and Clan XP!\n\n\nYour clan ready? Take them to war!"
"TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS","Battle clan versus clan for glory, bonus loot and Clan XP!\n\n\nYou need at least 10 clan members to begin."
"TID_ALLIANCE_WAR_STAR_XP","<xpnum> Clan XP earned from scoring <num> Stars"
"TID_ALLIANCE_WAR_STAR_XP_DESC","+<xpnum> Clan XP Bonus for winning <num> Stars"
"TID_ALLIANCE_WAR_STATS_TAB","War Stats"
"TID_ALLIANCE_WAR_STAT_ATTACKS","Attacks used"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Attacks lost"
"TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION","Average destruction"
"TID_ALLIANCE_WAR_STAT_NUM_0STARS","0 Stars"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 star"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 Stars"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 Stars"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Attacks used (bottom Villages)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Attacks used (middle Villages)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Attacks used (top Villages)"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","New Stars per attack"
"TID_ALLIANCE_WAR_STAT_WINS","Attacks won"
"TID_ALLIANCE_WAR_STREAM_DEFENDED","Defended!"
"TID_ALLIANCE_WAR_TOTAL_DESTRUCTION","<friendly> Total Destruction <enemy>"
"TID_ALLIANCE_WAR_TOTAL_DURATION","Total best attack duration"
"TID_ALLIANCE_WAR_TOTAL_LOOT_STOLEN","Total loot stolen:"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","Under attack by <name>!"
"TID_ALLIANCE_WAR_VICTORY","Victory"
"TID_ALLIANCE_WAR_VISIT_FAILED","Can't visit, please try again later."
"TID_ALLIANCE_WAR_VISIT_FAILED_NOT_FOUND","Can't visit, Village was not found! Please try again later."
"TID_ALLIANCE_WAR_VISIT_FAILED_UNAVAILABLE","Can't visit, Village is unavailable! Please try again later."
"TID_ALLIANCE_WAR_WAR_STARTING","War has been declared"
"TID_ALLIANCE_WAR_WIN_XP","+<xpnum> Clan XP Bonus for war win!"
"TID_ALLIANCE_WAR_XP_EARNED","Clan XP earned"
"TID_ALL_BUILDERS_AVAILABLE","All Upgrades Complete"
"TID_ALL_CAPITAL_UPGRADES_DONE","All possible upgrades done"
"TID_ALL_SPELLS_USED","No Spells left"
"TID_ALL_TROOPS_USED","All forces deployed"
"TID_ALL_WALLS","All Walls"
"TID_ALREADY_BOOSTED","This building is already being boosted!"
"TID_AMMO_ALREADY_FULL","X-Bow is fully loaded!"
"TID_AMMO_FILL_CONFIRMATION","X-Bow is now loaded!"
"TID_ANDROID_BILLING_PRODUCT_NOT_AVAILABLE_PRICE","Tap for info!"
"TID_ANNIVERSARY_TITLE","10 Years of Clash"
"TID_ANONYMOUS_PLAYER","Anonymous"
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_1","Since you are underage, you are under the limitation of the anti-addiction system. You are not allowed to log in from 22:00 to 8:00 of the next day."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_15MIN_WARNING","Since you are underage, you are under the limitation of the anti-addiction system. You have <MINS> minutes left for gaming today."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_2","Since you are underage, you are under the limitation of the anti-addiction system. You have reached the 3-hour daily maximum for gaming during legal holidays."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_3","Since you are underage, you are under the limitation of the anti-addiction system. You have reached the 1.5-hour daily maximum for gaming today."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_1","Since you have not finished the real-name verification, you are under the limitation of the anti-addiction system. You are not allowed to log in from 22:00 to 8:00 of the next day. Please consult our official website to finish the real-name verification. You can try to log in later after you finish the real-name verification."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_15MIN_WARNING","Since you have not finished the real-name verification, you are under the limitation of the anti-addiction system. You have <MINS> minutes left for gaming today."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_2","Since you have not finished the real-name verification, you are under the limitation of the anti-addiction system. You have reached the 3-hour daily maximum for gaming during legal holidays. Please consult our official website to finish the real-name verification. You can try to log in later after you finish the real-name verification."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_3","Since you have not finished the real-name verification, you are under the limitation of the anti-addiction system. You have reached the 1.5-hour daily maximum for gaming. Please consult our official website to finish the real-name verification. You can try to log in later after you finish the real-name verification."
"TID_ANTIADDICTION_WARNING_TITLE","Warning"
"TID_APPLICATION_SIGNATURE_ERROR","This is an unauthorized version of Clash of Clans and may compromise your account or device. To continue playing, install the game from an authorized source and use Supercell ID to move your account."
"TID_ARCHER","Archer"
"TID_ARCHER2_ABILITY_HELP","Invisible to defenses for the first <num> seconds"
"TID_ARCHER2_ABILITY_NAME","Cloak"
"TID_ARCHER_QUEEN","Archer Queen"
"TID_ARCHER_QUEEN_INFO","The Archer Queen is an eagle-eyed warrior, whose weapon of choice is a modified X-Bow that few men could dream of wielding. She can attack enemy Villages or guard your Village."
"TID_ARCHER_TOWER2_INFO","No foe can escape the Archer's arrows. This tower has a special switch - choose long range or fast attack!"
"TID_ARCHER_TOWER_INFO","Archer Towers have longer range than Cannons, and unlike Cannons they can attack flying enemies."
"TID_ARMY_CAMPS","Starting:"
"TID_ARMY_CAMP_VILLAGE2","Camp <num>"
"TID_ARMY_DEEPLINK_INVALID","This army link is invalid"
"TID_ARMY_FULL","Army Full"
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","Join a Clan to receive Clan Castle Troops, Spells and Siege Machines"
"TID_ARMY_OVERVIEW_HINT_HEROES","Available at Town Hall level <number>"
"TID_ARMY_OVERVIEW_HINT_SIEGE","Siege Machines unlock at Town Hall level 12"
"TID_ARMY_OVERVIEW_HINT_SPELLS","Available at Town Hall level <number>"
"TID_ARMY_SLOT_DEFAULT_NAME","Army <num>"
"TID_ARMY_USED","Army used:"
"TID_ARRANGED_WAR_EDIT_MEMBERS","Select Friendly War Participants"
"TID_ARRANGED_WAR_REQUEST_SENT","War Request Sent"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","Friendly Wars award no loot or Clan XP"
"TID_ARRANGED_WAR_SIZE","Friendly War Size: <num> vs <num>"
"TID_ARRANGED_WAR_START_BUTTON","Send Challenge"
"TID_ARROW_TRAP","Spear Trap"
"TID_ARROW_TRAP_INFO","Awaits a group of units to pass by and become the unwilling recipients of a flock of lethally spiky spears."
"TID_ARTILLERY_AMMO_ALREADY_FULL","Eagle Artillery is fully loaded!"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","Eagle Artillery is now loaded!"
"TID_ARTILLERY_INFO","The Eagle Artillery has nearly unlimited range and targets tough enemies with exploding shells. However, it won't activate until a large amount of troops have been deployed."
"TID_ARTO_BUILDING","O.T.T.O Hut"
"TID_ARTO_BUILDING_INFO","Home and charging dock for Master Builder's latest invention! Once fully upgraded, O.T.T.O becomes an additional builder in Builder Base and enables the Master Builder to freely travel between the two villages!"
"TID_ARTO_TASK_BATTLE_MACHINE_FLUFF","Automation is tricky. Luckily, the Battle Machine is a totally safe and villager-friendly platform to test things out on."
"TID_ARTO_TASK_CANNON_CART_FLUFF","Wheels can be hard to get right. Perfecting the Cannon Cart is a great way to make sure those axles are lined up."
"TID_ARTO_TASK_GEAR_UP","\nComplete by Gearing Up three buildings in the Home Village."
"TID_ARTO_TASK_GEAR_UP_FLUFF","Advanced technology requires advanced thinking! Completing some special projects back in Home Village will provide critical insights."
"TID_ARTO_TASK_MEGA_TESLA_FLUFF","Sufficient power is vital for any project and a fully built Mega Tesla can supply way too much of it!"
"TID_ARTO_TASK_UPGRADE_GENERIC","\nComplete by upgrading <name> to level <level>."
"TID_ARTO_UNLOCKED","B.O.B completed!"
"TID_ARTO_UNLOCKED_INFO","B.O.B is now helping out in the Home Village! Hopefully, none of the Builders there notice anything out of the ordinary."
"TID_ASK_LEADERSHIP_START_RAID","Ask a Leader, Co-leader or Elder to join the Raid Weekend"
"TID_ASSIGN_PET","Assign Pet"
"TID_ATTACK","Attack"
"TID_ATTACKER_GOT","Attacker got:"
"TID_ATTACK_BUTTON","Attack"
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","Attacking other players is temporarily disabled!"
"TID_ATTACK_FAIL_ALREADY_UNDER_ATTACK","Can't attack! Village is already under attack."
"TID_ATTACK_FAIL_GENERIC","Unable to attack Village! Try again later."
"TID_ATTACK_FAIL_LEVEL_DIFFERENCE","Can't attack! Level difference is more than <level>"
"TID_ATTACK_FAIL_NEWBIE_PROTECTED","Can't attack this Village because its Town Hall is below level <number>."
"TID_ATTACK_FAIL_NO_MATCHES","Unable to find Villages to attack!"
"TID_ATTACK_FAIL_RESTRICTED","Cannot attack this village."
"TID_ATTACK_FAIL_SAME_ALLIANCE","Can't attack your own clan members!"
"TID_ATTACK_FAIL_SHIELD","Can't attack! Village has active Shield"
"TID_ATTACK_FAIL_TARGET_HAS_GUARD","Can't attack! Village has active Guard."
"TID_ATTACK_FAIL_TARGET_ONLINE","Can't attack! Village owner is online."
"TID_ATTACK_FRIEND_BUTTON","Challenge"
"TID_ATTACK_IN_PROGRESS","Attack in progress"
"TID_ATTACK_IN_PROGRESS_WITH_NAME","<name> is attacking"
"TID_ATTACK_LOCKED","Upgrade Town Hall to level 2 to unlock this feature!"
"TID_ATTACK_LOG","Attack Log"
"TID_ATTACK_LOST","You lost"
"TID_ATTACK_NOT_AVAILABLE","Can´t attack now"
"TID_ATTACK_PERCENTAGE","Attacks Won:"
"TID_ATTACK_RANGE_TILES","Attack Range: Tiles"
"TID_ATTACK_SPEED","Attack Speed: <number>"
"TID_ATTACK_SPEED_INCREASE","Attack Speed increase: <number>%"
"TID_ATTACK_VILLAGE2_ATTACK_USED","Failed to attack, attack used!"
"TID_ATTACK_WON","You won"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","The account you try to log in with is different from the account stored locally, do you want to switch to the new one?"
"TID_AURA_DAMAGE","Aura damage per second: <number>"
"TID_AURA_DAMAGE_WALL","Wall damage per second: <number>"
"TID_AURA_HITPOINTS_INCREASE","Aura HP increase: <number>%"
"TID_AURA_MAX_HITPOINTS_INCREASE","Aura max HP increase: <number>"
"TID_AUTOMATED_ALLIANCE_MAIL_SENDER_NAME","Automatic Mail"
"TID_AUTO_FORGE_SLOTS_ACTIVE","Slots Active: <num>"
"TID_AUTO_FORGE_SLOT_DESC","Craft without needing a Builder and only needing half the resources. Unlock with the Gold Pass."
"TID_AUTO_FORGE_SLOT_NO_BUILDER","No Builder"
"TID_AUTO_FORGE_SLOT_UNLOCKS","Unlocks with:"
"TID_AUTO_FORGE_UNLOCKED","Auto Forge Slot Unlocked"
"TID_AVAILABLE_AT_TOWN_HALL_LEVEL","<name> is available at Town Hall level <number>"
"TID_AVAILABLE_IN_SHOP","Available in the Shop!"
"TID_AVAILABLE_LOOT","Available Loot:"
"TID_AVAILABLE_RAID_MEDALS","Raid Medals Available:"
"TID_AVAILABLE_TROOPS","Troops Available:"
"TID_AVATAR_MESSAGE_BUTTON_ALREADY_CLAIMED","Already claimed"
"TID_AVATAR_MESSAGE_BUTTON_CLAIM","Claim"
"TID_AVATAR_MESSAGE_BUTTON_MORE_INFO","More info"
"TID_AVATAR_MESSAGE_BUTTON_SUPPORT","Contact Support"
"TID_AVATAR_MESSAGE_CLAN_WAR_COOLDOWN_WARNING","Due to disciplinary action, your clan and game account have been temporarily suspended from Clan Wars."
"TID_AVATAR_MESSAGE_GEM_DONATION","You have been donated gems. Press claim to receive them."
"TID_AVATAR_MESSAGE_SENDER_PLAYER_SUPPORT","Player Support"
"TID_AVATAR_MESSAGE_SUBJECT_GEM_DONATION","Received <amount> gems"
"TID_AVATAR_MESSAGE_SUBJECT_THANK_YOU_FOR_REPORTING","Thank you for reporting!"
"TID_AVATAR_MESSAGE_TEXT_ALLIANCE_DISTRICT_LAYOUT_SCRAMBLED","Your clan's district layout has been reset due to an inappropriate layout. Further offenses will lead to increased suspension!\nFor more information about inappropriate Clan Capital Layouts, please tap below."
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","A refund was requested for this account and it has been approved on <refundDate>. The refund will be made to the form of payment used when the order was made.\n\nA total of <totalRevokedGems> gems have been deducted from your account, to match the value of your refund. This may result in a negative gem balance. A positive balance can be restored by making additional orders and collecting resources in-game."
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE_PLURAL","Refunds were requested for this account and they have been approved on <refundDate>. The refunds will be made to the form of payment used when the orders were made.\n\nA total of <totalRevokedGems> gems have been deducted from your account, to match the value of your refunds. This may result in a negative gem balance. A positive balance can be restored by making additional orders and collecting resources in-game."
"TID_AVATAR_MESSAGE_TEXT_LAYOUTS_SCRAMBLED","Your Village layouts have been reset due to an inappropriate layout. Further offenses will lead to increased suspension!\nFor more information about inappropriate Village Layouts, please tap below."
"TID_AVATAR_MESSAGE_TEXT_THANK_YOU_FOR_REPORTING","Players who violate our Safe and Fair Play policy disrupt the game for everyone and your report helps us to identify them.\n\nWhile we can´t provide specific details about account penalties, your recent report led to actions against the reported player's account. Your report helped to make Clash of Clans a friendlier place for everyone.\n\nIf you come across more bad behaviour, we hope you´ll continue to assist the community by reporting it to us.\n\nYours,\nSupercell"
"TID_AVATAR_SEARCH_INVALID_TAG","Player Tag is invalid. Please check it."
"TID_AVATAR_SEARCH_TAG_NOT_FOUND","Couldn't find a player with this Player Tag."
"TID_BABY_DRAGON","Baby Dragon"
"TID_BABY_DRAGON2","Baby Dragon"
"TID_BABY_DRAGON_ENRAGE_SPEED_INCREASE","Enraged bonus damage:"
"TID_BABY_DRAGON_INFO","This fire-breathing hatchling is shy around other air units, but leave it alone and it'll throw a fit! When not around other air units, Baby Dragons become enraged and gain bonus damage and attack speed."
"TID_BABY_ELECTRO_DRAGON_ABILITY_HELP","Attack chains to 3 targets."
