"TID","NL"
"TID_ALLIANCE_GAMES_TASKS","Uitdagingen:"
"TID_ALLIANCE_GAMES_TASK_TAB","Uitdagingen"
"TID_ALLIANCE_GAMES_THANKS_FOR_PLAYING","De clanspelen zijn afgelopen. Bedankt en tot snel."
"TID_ALLIANCE_GAMES_TOWN_HALL_TOO_LOW","Je moet een stadhuis van level <number> hebben om deel te kunnen nemen aan de clanspelen."
"TID_ALLIANCE_INVITATION_FAILED_ALREADY_IN_ALLIANCE","Deze speler zit al bij een clan!"
"TID_ALLIANCE_INVITATION_FAILED_AVATAR_ALREADY_HAS_AN_INVITE","Je hebt die speler al uitgenodigd!"
"TID_ALLIANCE_INVITATION_FAILED_AVATAR_HAS_TOO_MANY_INVITES","Uitnodigen is niet mogelijk omdat het postvak In van de speler vol is!"
"TID_ALLIANCE_INVITATION_FAILED_NO_CASTLE","Uitnodigen is niet mogelijk omdat de speler geen clankasteel heeft!"
"TID_ALLIANCE_INVITATION_FAILED_NO_RIGHTS","Alleen oudsten en leiders kunnen nieuwe leden uitnodigen."
"TID_ALLIANCE_INVITATION_FAILED_USER_BANNED","Uitnodigen is niet mogelijk omdat de speler uit je clan is verbannen!"
"TID_ALLIANCE_INVITATION_OK","Uitnodiging verstuurd."
"TID_ALLIANCE_JOIN_BUTTON","Meedoen"
"TID_ALLIANCE_JOIN_CLAN","Sluit je aan bij een clan of richt er eentje op om sterker te worden.\n\nClangenoten helpen elkaar en sturen versterkingen en spreuken."
"TID_ALLIANCE_JOIN_ERROR_NOT_FAMILY_FRIENDLY","Deze clan is beperkt tot bepaalde accounttypes. Zoek een andere clan om lid van te worden."
"TID_ALLIANCE_JOIN_OK","Je bent nu lid van clan <name>!"
"TID_ALLIANCE_LEADERBOARDS","Beste clans"
"TID_ALLIANCE_LEAVE_CONFIRMATION","Wil je de clan echt verlaten?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","Clan verlaten?"
"TID_ALLIANCE_LIST_HEADER","Clan"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","Je moet even wachten voordat je opnieuw een bericht kunt versturen."
"TID_ALLIANCE_MAIL_NOTIFICATION","Er is een nieuw bericht van je clan!"
"TID_ALLIANCE_MAIN_BUTTON","Clan"
"TID_ALLIANCE_PROMOTE_BUTTON","Promoveren naar <role>"
"TID_ALLIANCE_RAID_ATTACK_FAILED_ALL_ATTACKS_USED","Je hebt al je aanvallen voor dit roofweekend al gebruikt."
"TID_ALLIANCE_RAID_FAILED_NOT_IN_RAID","Aanvallen niet mogelijk. Je neemt niet deel aan een rooftocht."
"TID_ALLIANCE_RAID_FAILED_RAID_IS_ENDING","Aanvallen niet mogelijk. Het roofweekend is bijna voorbij."
"TID_ALLIANCE_REJECTED_BY","Geweigerd door <name>"
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","Sorry, we hebben besloten je niet te accepteren."
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","Weiger: <name>"
"TID_ALLIANCE_REPORT_TEXT","Weet je zeker dat je de naam of beschrijving van de clan <name> wilt rapporteren als ongepast?"
"TID_ALLIANCE_REQUEST_ACCEPTED","Welkom bij onze clan!"
"TID_ALLIANCE_REQUEST_DECLINED","Clanverzoek afgewezen!"
"TID_ALLIANCE_REQUEST_SENT","Het verzoek is verstuurd!"
"TID_ALLIANCE_ROLE_ADMIN","Oudste"
"TID_ALLIANCE_ROLE_COLEADER","Co-leider"
"TID_ALLIANCE_ROLE_LEADER","Leider"
"TID_ALLIANCE_ROLE_MEMBER","Lid"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_ALLIANCE_SEARCH","Clans zoeken:"
"TID_ALLIANCE_SEARCH_HINT","Typ clannaam of clantag"
"TID_ALLIANCE_SEARCH_HINT_CN","Voer de clantag in"
"TID_ALLIANCE_SELECT_BADGE","Clanembleem bewerken"
"TID_ALLIANCE_SNEAK_PREVIEW","Ontgrendel clans door het clankasteel te repareren!\n\nClangenoten helpen elkaar en sturen versterkingen en spreuken."
"TID_ALLIANCE_STREAM_REWARD","Je hebt <number> XP ontvangen"
"TID_ALLIANCE_STREAM_THANKS","Bedankt voor de versterkingen!"
"TID_ALLIANCE_TAB_BOOKMARKS","Bladwijzers"
"TID_ALLIANCE_TAB_CLANS","Clans"
"TID_ALLIANCE_TAB_NAME","Clans zoeken"
"TID_ALLIANCE_TROOP_RECEIVED","Je hebt een <troop> van level <level> ontvangen van <avatar>!"
"TID_ALLIANCE_TYPE_CLOSED","Besloten"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Op uitnodiging"
"TID_ALLIANCE_TYPE_OPEN","Open voor iedereen"
"TID_ALLIANCE_UNAVAILABLE","Claninformatie niet beschikbaar"
"TID_ALLIANCE_VISIT_BUTTON","Hoofdstad bezoeken"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","Resterende aanvallen"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","Beschikbaar"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","Bevestig dat je wilt aanvallen"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR","Je clan heeft al 1 ster van dit dorp gewonnen. Wil je een betere score proberen te behalen?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","Je clan heeft al 2 sterren van dit dorp gewonnen. Wil je een betere score proberen te behalen?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","Dit dorp is al vernietigd en je clan kan er geen sterren meer verdienen. Weet je zeker dat je wilt aanvallen?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE","Aanval bevestigen"
"TID_ALLIANCE_WAR_ATTACK_FAILED","Je kunt dit dorp niet aanvallen. Probeer het later opnieuw."
"TID_ALLIANCE_WAR_ATTACK_FAILED_ALL_ATTACKS_USED","Je hebt al je aanvallen voor deze oorlog al gebruikt."
"TID_ALLIANCE_WAR_ATTACK_FAILED_ATTACK_ONGOING","Je bent al bezig met een aanval. Probeer het later opnieuw."
"TID_ALLIANCE_WAR_ATTACK_FAILED_INVALID_TARGET","Je kunt dit dorp niet aanvallen. Het is geen geldig doelwit."
"TID_ALLIANCE_WAR_ATTACK_FAILED_SNAPSHOT_NOT_AVAILABLE","Het doelwit is nu niet beschikbaar. Probeer het later opnieuw."
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_NOT_IN_WAR","Je kunt in deze oorlog niet aanvallen. Je hebt je bij de clan aangesloten nadat de oorlog was begonnen."
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_UNDER_ATTACK","Het dorp wordt al aangevallen. Probeer het later opnieuw."
"TID_ALLIANCE_WAR_ATTACK_NOT_USED","Niet gebruikt"
"TID_ALLIANCE_WAR_ATTACK_TIME_TITLE","Gevechtsdag"
"TID_ALLIANCE_WAR_AVAILABLE_BONUS","Bonus voor winst"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Gemiddelde aanvalsduur"
"TID_ALLIANCE_WAR_BATTLE_XP","<xpnum> clan-XP verdiend met geslaagde aanvallen"
"TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY","Beste aanval vijand:"
"TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY","Beste aanval clan:"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY","Geen beste aanval van vijand"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY","Geen beste aanval van clan"
"TID_ALLIANCE_WAR_CANNOT_ATTACK","Het dorp is niet klaar. Probeer het over een paar minuten opnieuw."
"TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION","Je kunt niet aanvallen. Deze oorlog is nog niet begonnen."
"TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR","Toeschouwers kunnen niet aanvallen!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED","Je kunt niet aanvallen. Deze oorlog is afgelopen!"
"TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER","Je kunt niet verkennen. Deze oorlog is afgelopen!"
"TID_ALLIANCE_WAR_CLAN_BANK","Opslagruimte van clan:"
"TID_ALLIANCE_WAR_CLOSE_RESULTS_SCREEN","Kaart weergeven"
"TID_ALLIANCE_WAR_COOLDOWN","Je clan mag gedurende <time> geen clanoorlogen voeren."
"TID_ALLIANCE_WAR_DATA_NOT_AVAILABLE","Clanoorlogen zijn nog aan het laden. Probeer het later opnieuw."
"TID_ALLIANCE_WAR_DEFEAT","Nederlaag"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Kies oorlogsdeelnemers"
"TID_ALLIANCE_WAR_ENDED","De oorlog is afgelopen"
"TID_ALLIANCE_WAR_ENDED_PROMPT","De oorlog is afgelopen"
"TID_ALLIANCE_WAR_ENDING_PROMPT","Oorlog bijna afgelopen"
"TID_ALLIANCE_WAR_ENEMY_CLAN","Vijandelijke clan"
"TID_ALLIANCE_WAR_ENEMY_TEAM","Vijandelijk team"
"TID_ALLIANCE_WAR_EVENTS","Oorlogsacties"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","25% vernietigd!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","50% vernietigd!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","75% vernietigd!"
"TID_ALLIANCE_WAR_EVENT_PREPARATION_STARTED","Voorbereidingen begonnen"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Stadhuis is vernietigd!"
"TID_ALLIANCE_WAR_EVENT_WAR_ENDED","Oorlog afgelopen"
"TID_ALLIANCE_WAR_EVENT_WAR_STARTED","Oorlog begonnen"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","Geslaagde aanval levert +<num> clan-XP op"
"TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET","Je hebt dit doel al aangevallen!"
"TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING","Je kunt niet aanvallen. De oorlog is bijna afgelopen!"
"TID_ALLIANCE_WAR_HAS_ENDED","Je huidige clanoorlog is afgelopen!"
"TID_ALLIANCE_WAR_HISTORY_BROWSE_UNAVAILABLE","Gegevens niet beschikbaar"
"TID_ALLIANCE_WAR_IN_WAR","De oorlog is begonnen!"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Laatste moment!"
"TID_ALLIANCE_WAR_LOOKING_FOR_OPPONENT","Vijandelijke clan zoeken..."
"TID_ALLIANCE_WAR_LOOT_BONUS_TITLE","Bonus voor winst oorlog"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","Je kunt de oorlogsbuit ophalen via je schatkamer."
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO_2","Je kunt de oorlogsbuitbonus ophalen via je schatkamer en smid."
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION","Weet je zeker dat je alle grondstoffen uit de schatkamer wilt overbrengen naar je opslagruimten?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION_TITLE","Grondstoffen verzamelen?"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","Er is oorlogsbuit afgeleverd in je schatkamer!"
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","Er zijn geen grondstoffen opgeslagen in je schatkamer!"
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","Schatkamergrondstoffen verzameld!"
"TID_ALLIANCE_WAR_MATCHED_WAITING_OPPONENT","Wachten tot tegenstander accepteert"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Gewonnen verdedigingen:"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Kostbaarste overwinning"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Meest heroïsche verdediging"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Meest heroïsche aanval"
"TID_ALLIANCE_WAR_MY_ATTACKS","Mijn aanvallen:"
"TID_ALLIANCE_WAR_MY_TEAM","Mijn team"
"TID_ALLIANCE_WAR_NEW_WAR","Nieuwe oorlog"
"TID_ALLIANCE_WAR_NOT_IN_CLAN","Je moet je aansluiten bij een clan voordat je kunt meedoen aan clanoorlogen."
"TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR","Voorbereiden op de oorlog..."
"TID_ALLIANCE_WAR_NO_BEST_ATTACK","Niet aangevallen"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Geen"
"TID_ALLIANCE_WAR_NUM_DEFENCES","Verdedigd: <number>"
"TID_ALLIANCE_WAR_OBJECTIVES","Clandoelstellingen"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","Aanval 1"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","Aanval 2"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","Toegekende oorlogsbonus"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Deelnemen aan volgende oorlog over"
"TID_ALLIANCE_WAR_PREPARATION_TIME_TITLE","Voorbereidingsdag"
"TID_ALLIANCE_WAR_PREPARED_FOR_WAR","Klaar voor de oorlog!"
"TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY","Vijanden die klaar zijn om oorlog te voeren:"
"TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY","Clangenoten die klaar zijn om oorlog te voeren:"
"TID_ALLIANCE_WAR_PREPARE_FOR_WAR","Bereid je voor op een oorlog!"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_1","Herhaling 1"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_2","Herhaling 2"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_DEFENSE","Herhaling"
"TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY","<resource>: <number>"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Huidige oorlog"
"TID_ALLIANCE_WAR_SAVE_VILLAGE","Dorp opslaan"
"TID_ALLIANCE_WAR_SCOUT","Verkennen"
"TID_ALLIANCE_WAR_SNAPSHOT_FAILED","Het dorp kan niet worden opgeslagen. Probeer het later opnieuw."
"TID_ALLIANCE_WAR_SPECTATING_NOT_ALLOWED","Toekijken bij oorlogen is niet toegestaan."
"TID_ALLIANCE_WAR_SPECTATOR_MESSAGE","Je mag niet deelnemen aan deze oorlog"
"TID_ALLIANCE_WAR_SPECTATOR_MODE","Oorlogstoeschouwer"
"TID_ALLIANCE_WAR_STARS_WON","Sterren"
"TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER","Vecht clan tegen clan om bonusbuit, clan-XP en de eer!\n\n\nBen je er klaar voor? Vraag een clanleider om een oorlog te beginnen."
"TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER","Vecht clan tegen clan om bonusbuit, clan-XP en de eer!\n\n\nIs je clan er klaar voor? Geef het sein om oorlog te voeren!"
"TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS","Vecht clan tegen clan om bonusbuit, clan-XP en de eer!\n\n\nJe hebt minimaal 10 clanleden nodig om te beginnen."
"TID_ALLIANCE_WAR_STAR_XP","<xpnum> clan-XP verdiend met het behalen van <num> sterren"
"TID_ALLIANCE_WAR_STAR_XP_DESC","+ bonus van <xpnum> clan-XP voor het behalen van <num> sterren"
"TID_ALLIANCE_WAR_STATS_TAB","Oorlogs-\nstatistieken"
"TID_ALLIANCE_WAR_STAT_ATTACKS","Gebruikte aanvallen"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Verloren aanvallen"
"TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION","Gemiddelde vernietiging"
"TID_ALLIANCE_WAR_STAT_NUM_0STARS","0 sterren"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 ster"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 sterren"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 sterren"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Gebruikte aanvallen (onderste dorpen)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Gebruikte aanvallen (middelste dorpen)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Gebruikte aanvallen (bovenste dorpen)"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Nieuwe sterren per aanval"
"TID_ALLIANCE_WAR_STAT_WINS","Gewonnen aanvallen"
"TID_ALLIANCE_WAR_STREAM_DEFENDED","Verdedigd!"
"TID_ALLIANCE_WAR_TOTAL_DESTRUCTION","<friendly> Totale vernietiging <enemy>"
"TID_ALLIANCE_WAR_TOTAL_DURATION","Totale duur beste aanval"
"TID_ALLIANCE_WAR_TOTAL_LOOT_STOLEN","Totale gestolen buit:"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","Wordt aangevallen door <name>!"
"TID_ALLIANCE_WAR_VICTORY","Overwinning"
"TID_ALLIANCE_WAR_VISIT_FAILED","Je kunt hier niet heen. Probeer het later opnieuw."
"TID_ALLIANCE_WAR_VISIT_FAILED_NOT_FOUND","Je kunt hier niet heen. Het dorp kan niet worden gevonden. Probeer het later opnieuw."
"TID_ALLIANCE_WAR_VISIT_FAILED_UNAVAILABLE","Je kunt hier niet heen. Het dorp is niet beschikbaar. Probeer het later opnieuw."
"TID_ALLIANCE_WAR_WAR_STARTING","Tijd voor oorlog!"
"TID_ALLIANCE_WAR_WIN_XP","+ bonus van <xpnum> clan-XP voor het winnen van de oorlog!"
"TID_ALLIANCE_WAR_XP_EARNED","Clan-XP verdiend"
"TID_ALL_BUILDERS_AVAILABLE","Alle upgrades voltooid"
"TID_ALL_CAPITAL_UPGRADES_DONE","Alle mogelijke upgrades voltooid"
"TID_ALL_SPELLS_USED","Geen spreuken meer"
"TID_ALL_TROOPS_USED","Alle eenheden zijn ingezet."
"TID_ALL_WALLS","Alle muren"
"TID_ALREADY_BOOSTED","Dit gebouw wordt al geboost!"
"TID_AMMO_ALREADY_FULL","De X-boog is volledig geladen!"
"TID_AMMO_FILL_CONFIRMATION","De X-boog is nu geladen!"
"TID_ANDROID_BILLING_PRODUCT_NOT_AVAILABLE_PRICE","Meer info"
"TID_ANNIVERSARY_TITLE","10 jaar Clash of Clans"
"TID_ANONYMOUS_PLAYER","Anoniem"
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_1","Omdat je minderjarig bent, val je onder de beperkingen van het anti-verslavingssysteem. Je mag niet inloggen tussen 22:00 uur en 8:00 uur."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_15MIN_WARNING","Omdat je minderjarig bent, val je onder de beperkingen van het anti-verslavingssysteem. Je kunt vandaag nog <MINS> minuten lang spelen."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_2","Omdat je minderjarig bent, val je onder de beperkingen van het anti-verslavingssysteem. Je hebt drie uur lang gespeeld en daarmee de dagelijkse speeltijdlimiet tijdens wettelijke feestdagen bereikt."
"TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_3","Omdat je minderjarig bent, val je onder de beperkingen van het anti-verslavingssysteem. Je hebt negentig minuten lang gespeeld en daarmee de dagelijkse speeltijdlimiet bereikt."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_1","Omdat je de verificatie van je echte naam nog niet hebt voltooid, val je onder de beperkingen van het anti-verslavingssysteem. Je mag niet inloggen tussen 22:00 uur tot 8:00 uur de volgende dag. Ga naar onze officiële website om de verificatie van je echte naam te voltooien. Je kunt weer proberen in te loggen nadat je je echte naam hebt geverifieerd."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_15MIN_WARNING","Omdat je de verificatie van je echte naam nog niet hebt voltooid, val je onder de beperkingen van het anti-verslavingssysteem. Je kunt vandaag nog <MINS> minuten lang spelen."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_2","Omdat je de verificatie van je echte naam nog niet hebt voltooid, val je onder de beperkingen van het anti-verslavingssysteem. Je hebt drie uur lang gespeeld en daarmee de dagelijkse speeltijdlimiet tijdens wettelijke feestdagen bereikt. Ga naar onze officiële website om de verificatie van je echte naam te voltooien. Je kunt weer proberen in te loggen nadat je je echte naam hebt geverifieerd."
"TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_3","Omdat je de verificatie van je echte naam nog niet hebt voltooid, val je onder de beperkingen van het anti-verslavingssysteem. Je hebt negentig minuten lang gespeeld en daarmee de dagelijkse speeltijdlimiet bereikt. Ga naar onze officiële website om de verificatie van je echte naam te voltooien. Je kunt weer proberen in te loggen nadat je je echte naam hebt geverifieerd."
"TID_ANTIADDICTION_WARNING_TITLE","Waarschuwing"
"TID_APPLICATION_SIGNATURE_ERROR","Dit is een ongeautoriseerde versie van Clash of Clans, waardoor je account of apparaat in gevaar kan komen. Om te kunnen blijven spelen, installeer je het spel van een geautoriseerde bron en gebruik je Supercell ID om je account over te zetten."
"TID_ARCHER","Boogschutter"
"TID_ARCHER2_ABILITY_HELP","Onzichtbaar voor verdedigingswerken en -troepen gedurende de eerste <num> seconden."
"TID_ARCHER2_ABILITY_NAME","Mantel"
"TID_ARCHER_QUEEN","Boogschutterskoningin"
"TID_ARCHER_QUEEN_INFO","De boogschutterskoningin is een krijgster met uiterst scherpe ogen. Haar aangepaste X-boog kunnen de meeste mannen nog niet in hun stoutste dromen hanteren. Zij kan vijandelijke dorpen aanvallen of jouw dorp beschermen."
"TID_ARCHER_TOWER2_INFO","Geen enkele vijand ontsnapt aan de pijlen van de boogschutter. Deze toren heeft een speciale schakelaar: ga je voor de lange afstand of voor een snelle aanval?"
"TID_ARCHER_TOWER_INFO","Boogschuttertorens hebben een groter bereik dan kanonnen en kunnen ook vliegende vijanden aanvallen."
"TID_ARMY_CAMPS","Aanvankelijk:"
"TID_ARMY_CAMP_VILLAGE2","Kamp <num>"
"TID_ARMY_DEEPLINK_INVALID","De link voor dit leger is ongeldig."
"TID_ARMY_FULL","Leger vol"
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","Sluit je aan bij een clan om troepen, spreuken en belegeringsmachines voor je clankasteel te krijgen."
"TID_ARMY_OVERVIEW_HINT_HEROES","Beschikbaar op stadhuislevel <number>"
"TID_ARMY_OVERVIEW_HINT_SIEGE","Belegeringsmachines worden ontgrendeld op stadhuislevel 12."
"TID_ARMY_OVERVIEW_HINT_SPELLS","Beschikbaar op stadhuislevel <number>"
"TID_ARMY_SLOT_DEFAULT_NAME","Leger <num>"
"TID_ARMY_USED","Gebruikt leger:"
"TID_ARRANGED_WAR_EDIT_MEMBERS","Deelnemers vriendschappelijke oorlog kiezen"
"TID_ARRANGED_WAR_REQUEST_SENT","Oorlogsverzoek verzonden"
"TID_ARRANGED_WAR_SELECT_MEMBERS_HINTS","Vriendschappelijke oorlogen leveren geen buit of clan-XP op"
"TID_ARRANGED_WAR_SIZE","Grootte vriendschappelijke oorlog: <num> tegen <num>"
"TID_ARRANGED_WAR_START_BUTTON","Uitdaging versturen"
"TID_ARROW_TRAP","Speerval"
"TID_ARROW_TRAP_INFO","Eenheden die in de buurt van de speerval komen, worden de ongewilde ontvangers van een reeks dodelijke, spitse speren."
"TID_ARTILLERY_AMMO_ALREADY_FULL","De adelaarsartillerie is volledig geladen!"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","De adelaarsartillerie is nu geladen!"
"TID_ARTILLERY_INFO","Het bereik van de adelaarsartillerie is nagenoeg onbeperkt. Deze artillerie vuurt exploderende granaten af op sterke vijanden, maar kan pas actief worden nadat een grote troepenmacht is ingezet."
"TID_ARTO_BUILDING","O.T.T.O.-hut"
"TID_ARTO_BUILDING_INFO","Thuisbasis en oplaadstation voor de nieuwste uitvinding van de meesterbouwer! Wanneer O.T.T.O. volledig is geüpgraded, wordt hij een extra bouwvakker in de bouwersbasis en wordt de meesterbouwer in staat gesteld om vrijelijk tussen de twee dorpen te reizen!"
"TID_ARTO_TASK_BATTLE_MACHINE_FLUFF","Automatisering is lastig. Gelukkig is de gevechtsmachine een volledig veilig en dorpelingvriendelijk platform om dingen op uit te testen."
"TID_ARTO_TASK_CANNON_CART_FLUFF","Wielen kun je soms lastig goed krijgen. Het perfectioneren van de kanonnenkar is een prima manier om ervoor te zorgen dat die assen mooi op één lijn staan."
"TID_ARTO_TASK_GEAR_UP","\nVoltooi door drie gebouwen in het thuisdorp te verbeteren."
"TID_ARTO_TASK_GEAR_UP_FLUFF","Geavanceerde technologie vereist geavanceerd denkwerk! Het voltooien van een aantal speciale projecten in het thuisdorp levert essentiële inzichten op."
"TID_ARTO_TASK_MEGA_TESLA_FLUFF","Voldoende energie is van vitaal belang voor elk project en een volledig gebouwde mega-Tesla kan er veel te veel van leveren!"
"TID_ARTO_TASK_UPGRADE_GENERIC","\nVoltooi door <name> te upgraden naar level <level>."
"TID_ARTO_UNLOCKED","B.O.B. voltooid"
"TID_ARTO_UNLOCKED_INFO","B.O.B. helpt nu in het thuisdorp! Hopelijk merken geen van de aanwezige bouwvakkers iets vreemds op."
"TID_ASK_LEADERSHIP_START_RAID","Vraag een leider, co-leider of oudste om deel te nemen aan het roofweekend."
"TID_ASSIGN_PET","Dier toewijzen"
"TID_ATTACK","Aanvallen"
"TID_ATTACKER_GOT","Aanvaller kreeg:"
"TID_ATTACK_BUTTON","Aanvallen"
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","Het aanvallen van andere spelers is tijdelijk uitgeschakeld!"
"TID_ATTACK_FAIL_ALREADY_UNDER_ATTACK","Je kunt niet aanvallen! Het dorp wordt al aangevallen."
"TID_ATTACK_FAIL_GENERIC","Je kunt het dorp niet aanvallen! Probeer het later opnieuw."
"TID_ATTACK_FAIL_LEVEL_DIFFERENCE","Je kunt niet aanvallen! Het levelverschil is meer dan <level>"
"TID_ATTACK_FAIL_NEWBIE_PROTECTED","Je kunt dit dorp niet aanvallen omdat het level van het stadhuis lager is dan <number>."
"TID_ATTACK_FAIL_NO_MATCHES","Er kunnen geen dorpen worden gevonden om aan te vallen!"
"TID_ATTACK_FAIL_RESTRICTED","Dit dorp kan niet worden aangevallen."
"TID_ATTACK_FAIL_SAME_ALLIANCE","Je kunt geen leden van je eigen clan aanvallen!"
"TID_ATTACK_FAIL_SHIELD","Je kunt niet aanvallen! Het dorp heeft een actief schild."
"TID_ATTACK_FAIL_TARGET_HAS_GUARD","Je kunt niet aanvallen! Het dorp heeft een actieve bescherming."
"TID_ATTACK_FAIL_TARGET_ONLINE","Je kunt niet aanvallen! De eigenaar van het dorp is online."
"TID_ATTACK_FRIEND_BUTTON","Uitdagen"
"TID_ATTACK_IN_PROGRESS","Aanval aan de gang"
"TID_ATTACK_IN_PROGRESS_WITH_NAME","<name> valt aan"
"TID_ATTACK_LOCKED","Upgrade het stadhuis naar level 2 om deze functie te ontgrendelen!"
"TID_ATTACK_LOG","Aanvalslog"
"TID_ATTACK_LOST","Je hebt verloren"
"TID_ATTACK_NOT_AVAILABLE","Aanvallen momenteel niet mogelijk"
"TID_ATTACK_PERCENTAGE","Aanvallen gewonnen:"
"TID_ATTACK_RANGE_TILES","Aanvalsbereik: tegels"
"TID_ATTACK_SPEED","Aanvalssnelheid: <number>"
"TID_ATTACK_SPEED_INCREASE","Toename aanvalssnelheid: <number>%"
"TID_ATTACK_VILLAGE2_ATTACK_USED","Aanval mislukt, aanval verbruikt!"
"TID_ATTACK_WON","Je hebt gewonnen"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","Het account waarmee je je probeert aan te melden verschilt van het lokaal opgeslagen account. Wil je wisselen naar het nieuwe?"
"TID_AURA_DAMAGE","Auraschade per seconde: <number>"
"TID_AURA_DAMAGE_WALL","Muurschade per seconde: <number>"
